,workclass
28592, Self-emp-not-inc
28593, State-gov
28594, Self-emp-inc
28595, Private
28596, Private
28597, Private
28598, Private
28599, Private
28600, Private
28601, Private
28602, Private
28603, ?
28604, Local-gov
28605, Self-emp-not-inc
28606, State-gov
28607, Private
28608, Self-emp-not-inc
28609, Private
28610, Local-gov
28611, Private
28612, Private
28613, Private
28614, Private
28615, Local-gov
28616, Private
28617, Private
28618, Private
28619, Private
28620, Private
28621, Private
28622, Private
28623, Private
28624, Local-gov
28625, Private
28626, Private
28627, Private
28628, Self-emp-not-inc
28629, ?
28630, Private
28631, Private
28632, Private
28633, Private
28634, Private
28635, Private
28636, Federal-gov
28637, Private
28638, Private
28639, Private
28640, Private
28641, Private
28642, Local-gov
28643, Private
28644, Private
28645, Private
28646, Self-emp-not-inc
28647, Private
28648, Federal-gov
28649, Private
28650, Private
28651, Self-emp-not-inc
28652, Self-emp-not-inc
28653, Private
28654, Private
28655, Private
28656, Private
28657, Private
28658, Private
28659, State-gov
28660, Private
28661, Private
28662, Private
28663, Private
28664, Private
28665, Private
28666, State-gov
28667, Private
28668, Private
28669, Private
28670, Private
28671, Private
28672, Private
28673, Private
28674, Private
28675, Local-gov
28676, Self-emp-not-inc
28677, Private
28678, Private
28679, Private
28680, Private
28681, Local-gov
28682, Private
28683, Private
28684, Private
28685, Private
28686, ?
28687, Self-emp-not-inc
28688, ?
28689, Self-emp-inc
28690, Private
28691, Local-gov
28692, Local-gov
28693, Private
28694, Self-emp-inc
28695, Self-emp-inc
28696, Private
28697, Private
28698, Private
28699, Self-emp-not-inc
28700, Private
28701, Self-emp-not-inc
28702, Federal-gov
28703, Private
28704, Private
28705, Federal-gov
28706, Self-emp-not-inc
28707, Private
28708, Private
28709, Private
28710, Private
28711, Private
28712, Private
28713, Private
28714, Private
28715, ?
28716, Private
28717, Self-emp-not-inc
28718, Private
28719, Local-gov
28720, Private
28721, Self-emp-not-inc
28722, Private
28723, Private
28724, Private
28725, State-gov
28726, Private
28727, Private
28728, Private
28729, Self-emp-inc
28730, Private
28731, Private
28732, Private
28733, Private
28734, Local-gov
28735, Private
28736, Private
28737, Private
28738, Private
28739, Private
28740, Self-emp-inc
28741, Self-emp-not-inc
28742, Private
28743, Private
28744, Private
28745, Private
28746, Private
28747, State-gov
28748, Private
28749, Self-emp-not-inc
28750, Private
28751, Private
28752, Private
28753, Private
28754, Private
28755, Private
28756, Private
28757, Private
28758, Private
28759, Self-emp-not-inc
28760, Self-emp-inc
28761, State-gov
28762, Private
28763, Local-gov
28764, Private
28765, Private
28766, Private
28767, Self-emp-not-inc
28768, Private
28769, Private
28770, Private
28771, Self-emp-not-inc
28772, Private
28773, ?
28774, Private
28775, Private
28776, Private
28777, Self-emp-not-inc
28778, Self-emp-not-inc
28779, Private
28780, Local-gov
28781, Private
28782, Private
28783, ?
28784, Self-emp-not-inc
28785, Private
28786, Private
28787, Private
28788, Private
28789, Private
28790, Self-emp-inc
28791, Local-gov
28792, Private
28793, Private
28794, Private
28795, Private
28796, State-gov
28797, Private
28798, Self-emp-not-inc
28799, Private
28800, Private
28801, Private
28802, ?
28803, Self-emp-inc
28804, Federal-gov
28805, Self-emp-inc
28806, Self-emp-not-inc
28807, Private
28808, Private
28809, Private
28810, Private
28811, ?
28812, Self-emp-not-inc
28813, Private
28814, Local-gov
28815, Local-gov
28816, Private
28817, Private
28818, Private
28819, Private
28820, Private
28821, Private
28822, Private
28823, Private
28824, Private
28825, Federal-gov
28826, Private
28827, Local-gov
28828, Private
28829, Without-pay
28830, Private
28831, Private
28832, Private
28833, Private
28834, Private
28835, Private
28836, Private
28837, Private
28838, Self-emp-not-inc
28839, Private
28840, Private
28841, Private
28842, Private
28843, Private
28844, Private
28845, Private
28846, Private
28847, Private
28848, Private
28849, ?
28850, Private
28851, Private
28852, Private
28853, State-gov
28854, Self-emp-not-inc
28855, ?
28856, Private
28857, Private
28858, Private
28859, ?
28860, Private
28861, Private
28862, Private
28863, Private
28864, Private
28865, Private
28866, State-gov
28867, Private
28868, Private
28869, Federal-gov
28870, Private
28871, Private
28872, Private
28873, Private
28874, Local-gov
28875, Private
28876, Private
28877, Private
28878, Private
28879, Private
28880, Private
28881, Private
28882, Private
28883, Local-gov
28884, Private
28885, ?
28886, State-gov
28887, Self-emp-not-inc
28888, Private
28889, Self-emp-not-inc
28890, Private
28891, ?
28892, Private
28893, Private
28894, Private
28895, Private
28896, Private
28897, Private
28898, Private
28899, Private
28900, Self-emp-not-inc
28901, Private
28902, Private
28903, Private
28904, ?
28905, Private
28906, Private
28907, Private
28908, Private
28909, Private
28910, Local-gov
28911, Private
28912, Private
28913, Self-emp-not-inc
28914, Private
28915, Local-gov
28916, Private
28917, Private
28918, ?
28919, Private
28920, Private
28921, Private
28922, ?
28923, Local-gov
28924, Private
28925, Private
28926, Private
28927, Private
28928, Private
28929, State-gov
28930, Private
28931, Private
28932, Private
28933, ?
28934, Private
28935, Private
28936, Private
28937, Private
28938, Private
28939, Private
28940, Private
28941, Private
28942, Private
28943, ?
28944, Local-gov
28945, Private
28946, Private
28947, Self-emp-inc
28948, Private
28949, Private
28950, State-gov
28951, Private
28952, Self-emp-not-inc
28953, ?
28954, Private
28955, Private
28956, Private
28957, ?
28958, Private
28959, Private
28960, Private
28961, ?
28962, Private
28963, Private
28964, Private
28965, Private
28966, Federal-gov
28967, Private
28968, Private
28969, Private
28970, Private
28971, Private
28972, Private
28973, State-gov
28974, Private
28975, Self-emp-not-inc
28976, Private
28977, Private
28978, Private
28979, Self-emp-inc
28980, Self-emp-inc
28981, Private
28982, Private
28983, Private
28984, Private
28985, Self-emp-not-inc
28986, Private
28987, Private
28988, Private
28989, Private
28990, Self-emp-not-inc
28991, Private
28992, Private
28993, Private
28994, Private
28995, Private
28996, Federal-gov
28997, Private
28998, Private
28999, Private
29000, Private
29001, Private
29002, Private
29003, Private
29004, Private
29005, Private
29006, Self-emp-not-inc
29007, Private
29008, Private
29009, Private
29010, Private
29011, Local-gov
29012, Private
29013, Private
29014, State-gov
29015, Private
29016, Local-gov
29017, Local-gov
29018, Private
29019, Private
29020, Private
29021, Private
29022, Self-emp-not-inc
29023, Private
29024, Private
29025, Self-emp-not-inc
29026, ?
29027, Private
29028, Private
29029, Self-emp-not-inc
29030, Private
29031, Private
29032, State-gov
29033, Private
29034, Private
29035, Private
29036, Private
29037, Private
29038, Local-gov
29039, Federal-gov
29040, ?
29041, Private
29042, Private
29043, Private
29044, Private
29045, Private
29046, Private
29047, Private
29048, Private
29049, Private
29050, Private
29051, Private
29052, Private
29053, Private
29054, Private
29055, Private
29056, Federal-gov
29057, Private
29058, Private
29059, Private
29060, Private
29061, ?
29062, ?
29063, Self-emp-not-inc
29064, Private
29065, Private
29066, Private
29067, Private
29068, Private
29069, Self-emp-not-inc
29070, Private
29071, Private
29072, ?
29073, Private
29074, Private
29075, Private
29076, Private
29077, Private
29078, Private
29079, Private
29080, Private
29081, Local-gov
29082, Private
29083, Private
29084, State-gov
29085, Private
29086, Private
29087, Private
29088, Private
29089, Private
29090, Private
29091, Private
29092, Private
29093, Private
29094, ?
29095, Local-gov
29096, Private
29097, ?
29098, Private
29099, Private
29100, Private
29101, ?
29102, Private
29103, Private
29104, Private
29105, Private
29106, Private
29107, Private
29108, Private
29109, Local-gov
29110, Self-emp-inc
29111, Private
29112, Local-gov
29113, Private
29114, Local-gov
29115, Private
29116, Private
29117, Private
29118, Self-emp-inc
29119, ?
29120, Local-gov
29121, Self-emp-not-inc
29122, Private
29123, Private
29124, Self-emp-not-inc
29125, Private
29126, State-gov
29127, Private
29128, ?
29129, Self-emp-inc
29130, Private
29131, Private
29132, Self-emp-not-inc
29133, Private
29134, Private
29135, Private
29136, Federal-gov
29137, Private
29138, Self-emp-not-inc
29139, Self-emp-not-inc
29140, Private
29141, Private
29142, Private
29143, Private
29144, Private
29145, Private
29146, Private
29147, Private
29148, Private
29149, Private
29150, Private
29151, State-gov
29152, Private
29153, Private
29154, Private
29155, Self-emp-inc
29156, Federal-gov
29157, Private
29158, Without-pay
29159, Private
29160, Self-emp-not-inc
29161, Private
29162, Private
29163, Federal-gov
29164, Local-gov
29165, Private
29166, Private
29167, Private
29168, Private
29169, Private
29170, Private
29171, Local-gov
29172, Private
29173, Self-emp-not-inc
29174, Private
29175, Private
29176, Private
29177, ?
29178, Private
29179, Private
29180, Private
29181, Self-emp-inc
29182, Private
29183, Private
29184, Local-gov
29185, Private
29186, Private
29187, Private
29188, Private
29189, Private
29190, Private
29191, Private
29192, Private
29193, Self-emp-not-inc
29194, Self-emp-not-inc
29195, Private
29196, Private
29197, Private
29198, Private
29199, Private
29200, Private
29201, Private
29202, Private
29203, Private
29204, Private
29205, Private
29206, ?
29207, Local-gov
29208, Self-emp-inc
29209, Private
29210, Private
29211, Local-gov
29212, Private
29213, Private
29214, Private
29215, Federal-gov
29216, Private
29217, Private
29218, Private
29219, Private
29220, Private
29221, Private
29222, ?
29223, Self-emp-not-inc
29224, Private
29225, Private
29226, Private
29227, State-gov
29228, Private
29229, Self-emp-inc
29230, Private
29231, Private
29232, Private
29233, Private
29234, Private
29235, Self-emp-not-inc
29236, Self-emp-inc
29237, Private
29238, Private
29239, Private
29240, Private
29241, Private
29242, Self-emp-inc
29243, Private
29244, Private
29245, Local-gov
29246, Private
29247, Self-emp-not-inc
29248, Private
29249, Private
29250, Self-emp-not-inc
29251, Private
29252, Private
29253, Private
29254, Private
29255, Self-emp-inc
29256, Self-emp-not-inc
29257, Self-emp-inc
29258, Self-emp-not-inc
29259, ?
29260, Private
29261, Private
29262, Private
29263, Self-emp-inc
29264, Private
29265, Private
29266, Local-gov
29267, Self-emp-not-inc
29268, Local-gov
29269, Local-gov
29270, Private
29271, Private
29272, Private
29273, Self-emp-not-inc
29274, Private
29275, Private
29276, Private
29277, Private
29278, Private
29279, Local-gov
29280, Private
29281, Private
29282, Self-emp-not-inc
29283, Private
29284, Private
29285, Private
29286, Private
29287, Private
29288, Private
29289, Private
29290, Private
29291, Private
29292, Private
29293, Private
29294, State-gov
29295, Local-gov
29296, Private
29297, ?
29298, Self-emp-inc
29299, Self-emp-not-inc
29300, Private
29301, Private
29302, Local-gov
29303, Private
29304, Private
29305, Private
29306, Self-emp-not-inc
29307, Private
29308, Private
29309, State-gov
29310, ?
29311, Private
29312, Private
29313, Private
29314, State-gov
29315, Private
29316, Private
29317, Private
29318, ?
29319, Private
29320, Private
29321, Private
29322, Private
29323, Private
29324, ?
29325, ?
29326, Private
29327, Self-emp-inc
29328, Private
29329, Self-emp-not-inc
29330, Private
29331, Private
29332, Private
29333, Private
29334, Private
29335, Private
29336, State-gov
29337, Federal-gov
29338, Private
29339, Private
29340, ?
29341, Private
29342, Private
29343, Federal-gov
29344, Private
29345, Private
29346, Private
29347, Private
29348, Private
29349, Self-emp-not-inc
29350, Federal-gov
29351, Self-emp-not-inc
29352, Self-emp-inc
29353, Private
29354, Private
29355, Private
29356, Self-emp-not-inc
29357, Private
29358, Private
29359, ?
29360, ?
29361, Private
29362, Private
29363, Self-emp-inc
29364, Private
29365, Private
29366, Private
29367, Federal-gov
29368, Federal-gov
29369, Private
29370, Local-gov
29371, Private
29372, Private
29373, Private
29374, Private
29375, ?
29376, Private
29377, Private
29378, Private
29379, Self-emp-not-inc
29380, Private
29381, Private
29382, State-gov
29383, Private
29384, Private
29385, Private
29386, Private
29387, Private
29388, Private
29389, Private
29390, Private
29391, ?
29392, Private
29393, Private
29394, Private
29395, Private
29396, Private
29397, ?
29398, Private
29399, Private
29400, Self-emp-inc
29401, Private
29402, Private
29403, Private
29404, Private
29405, Private
29406, Private
29407, Private
29408, Private
29409, Private
29410, Private
29411, Private
29412, Private
29413, Private
29414, Federal-gov
29415, Private
29416, Private
29417, Private
29418, Private
29419, Private
29420, Private
29421, ?
29422, Private
29423, Private
29424, Local-gov
29425, Private
29426, Private
29427, Self-emp-not-inc
29428, Private
29429, Private
29430, Private
29431, Federal-gov
29432, Private
29433, Private
29434, Private
29435, Self-emp-inc
29436, ?
29437, Private
29438, Private
29439, Private
29440, Private
29441, Private
29442, Private
29443, Private
29444, Private
29445, Private
29446, Private
29447, ?
29448, Private
29449, Private
29450, Local-gov
29451, Self-emp-not-inc
29452, Private
29453, Private
29454, Private
29455, ?
29456, Private
29457, Private
29458, Private
29459, Private
29460, Self-emp-inc
29461, Private
29462, Local-gov
29463, Private
29464, Local-gov
29465, ?
29466, Private
29467, Private
29468, Local-gov
29469, Self-emp-not-inc
29470, Private
29471, Self-emp-not-inc
29472, Private
29473, Private
29474, Private
29475, Private
29476, Private
29477, Private
29478, Private
29479, Self-emp-not-inc
29480, ?
29481, Private
29482, Private
29483, Private
29484, State-gov
29485, Self-emp-not-inc
29486, Private
29487, Private
29488, Private
29489, Private
29490, Private
29491, Private
29492, Self-emp-inc
29493, Private
29494, State-gov
29495, Private
29496, Private
29497, Private
29498, Private
29499, Private
29500, Private
29501, Private
29502, Local-gov
29503, Private
29504, Private
29505, Private
29506, Private
29507, State-gov
29508, Private
29509, Private
29510, Private
29511, Private
29512, Private
29513, Private
29514, Private
29515, Private
29516, Private
29517, State-gov
29518, Private
29519, Private
29520, Private
29521, Private
29522, Private
29523, Private
29524, Private
29525, Federal-gov
29526, Private
29527, ?
29528, Private
29529, Private
29530, Private
29531, Private
29532, Private
29533, Private
29534, State-gov
29535, Federal-gov
29536, Private
29537, Local-gov
29538, Private
29539, Private
29540, Private
29541, Private
29542, Private
29543, Private
29544, Private
29545, Private
29546, Private
29547, Private
29548, Private
29549, Self-emp-not-inc
29550, Private
29551, Private
29552, Private
29553, Private
29554, Self-emp-not-inc
29555, Private
29556, Private
29557, Private
29558, Private
29559, Private
29560, Federal-gov
29561, Private
29562, Private
29563, Private
29564, Private
29565, Private
29566, Private
29567, Private
29568, Self-emp-inc
29569, Private
29570, Private
29571, Private
29572, Local-gov
29573, Private
29574, Local-gov
29575, Private
29576, Self-emp-not-inc
29577, Self-emp-not-inc
29578, Private
29579, Private
29580, Private
29581, Private
29582, ?
29583, Private
29584, State-gov
29585, State-gov
29586, ?
29587, Private
29588, Private
29589, Private
29590, Private
29591, Private
29592, Private
29593, Private
29594, Self-emp-not-inc
29595, Private
29596, Private
29597, Self-emp-not-inc
29598, Private
29599, Federal-gov
29600, Private
29601, ?
29602, Private
29603, Private
29604, Private
29605, Private
29606, Private
29607, Private
29608, Self-emp-inc
29609, Self-emp-inc
29610, Private
29611, Private
29612, Private
29613, Private
29614, ?
29615, Private
29616, State-gov
29617, Self-emp-not-inc
29618, Private
29619, Private
29620, Private
29621, Private
29622, Federal-gov
29623, Private
29624, Local-gov
29625, Private
29626, Federal-gov
29627, Self-emp-not-inc
29628, Private
29629, Private
29630, Private
29631, Private
29632, Self-emp-inc
29633, Private
29634, Private
29635, Private
29636, Self-emp-inc
29637, Private
29638, Private
29639, Private
29640, Self-emp-not-inc
29641, Private
29642, Self-emp-inc
29643, Private
29644, Private
29645, Private
29646, State-gov
29647, Private
29648, Private
29649, State-gov
29650, Private
29651, Private
29652, Private
29653, Private
29654, Private
29655, Self-emp-inc
29656, Private
29657, Private
29658, State-gov
29659, Private
29660, Federal-gov
29661, Private
29662, ?
29663, Private
29664, Private
29665, Private
29666, Private
29667, Private
29668, Private
29669, Private
29670, Private
29671, Local-gov
29672, Self-emp-not-inc
29673, Private
29674, Private
29675, Self-emp-inc
29676, Private
29677, Private
29678, Private
29679, Private
29680, Local-gov
29681, Private
29682, Private
29683, Federal-gov
29684, Private
29685, Private
29686, Private
29687, Self-emp-inc
29688, Self-emp-inc
29689, Private
29690, Local-gov
29691, Private
29692, Private
29693, ?
29694, Private
29695, Private
29696, Private
29697, Private
29698, ?
29699, Self-emp-inc
29700, Private
29701, Self-emp-not-inc
29702, Private
29703, Private
29704, Private
29705, Private
29706, Self-emp-inc
29707, Private
29708, Private
29709, Private
29710, ?
29711, Private
29712, Private
29713, Local-gov
29714, Private
29715, Private
29716, Private
29717, Local-gov
29718, Self-emp-not-inc
29719, Private
29720, Private
29721, Private
29722, Self-emp-not-inc
29723, Private
29724, ?
29725, State-gov
29726, Private
29727, Self-emp-not-inc
29728, Private
29729, Private
29730, Private
29731, Private
29732, Private
29733, Private
29734, Private
29735, Private
29736, Private
29737, ?
29738, Self-emp-not-inc
29739, State-gov
29740, Self-emp-not-inc
29741, Private
29742, Private
29743, Private
29744, State-gov
29745, Private
29746, Self-emp-not-inc
29747, Self-emp-not-inc
29748, Private
29749, Private
29750, Local-gov
29751, Self-emp-not-inc
29752, ?
29753, Self-emp-not-inc
29754, Private
29755, Federal-gov
29756, Private
29757, State-gov
29758, Self-emp-not-inc
29759, Private
29760, Local-gov
29761, Private
29762, Private
29763, Private
29764, Private
29765, Private
29766, Private
29767, Private
29768, Private
29769, Private
29770, State-gov
29771, Private
29772, Private
29773, Private
29774, Private
29775, Self-emp-not-inc
29776, Self-emp-not-inc
29777, Private
29778, Private
29779, Private
29780, Federal-gov
29781, Private
29782, Private
29783, Local-gov
29784, Private
29785, Private
29786, Private
29787, Private
29788, Private
29789, Private
29790, Private
29791, ?
29792, Private
29793, Self-emp-not-inc
29794, Private
29795, Private
29796, Private
29797, Local-gov
29798, ?
29799, Federal-gov
29800, Self-emp-not-inc
29801, Private
29802, Private
29803, Private
29804, Private
29805, Self-emp-not-inc
29806, Private
29807, ?
29808, Private
29809, Local-gov
29810, Private
29811, Private
29812, Self-emp-inc
29813, Local-gov
29814, ?
29815, Private
29816, Self-emp-inc
29817, Private
29818, Private
29819, ?
29820, Local-gov
29821, Private
29822, Local-gov
29823, Private
29824, Private
29825, Private
29826, Private
29827, Private
29828, Self-emp-not-inc
29829, Private
29830, Private
29831, Local-gov
29832, Private
29833, Private
29834, Private
29835, ?
29836, Local-gov
29837, Private
29838, Private
29839, Private
29840, Self-emp-inc
29841, Private
29842, ?
29843, Private
29844, Private
29845, Private
29846, Local-gov
29847, Private
29848, Local-gov
29849, Private
29850, Private
29851, Self-emp-not-inc
29852, Private
29853, Private
29854, Private
29855, Local-gov
29856, Private
29857, Private
29858, Private
29859, Local-gov
29860, Private
29861, Private
29862, State-gov
29863, Private
29864, Private
29865, Private
29866, Private
29867, Private
29868, Private
29869, Private
29870, Private
29871, Private
29872, Private
29873, Self-emp-not-inc
29874, Local-gov
29875, Private
29876, Private
29877, Self-emp-not-inc
29878, Private
29879, Local-gov
29880, Private
29881, ?
29882, Private
29883, Private
29884, Private
29885, Private
29886, Self-emp-not-inc
29887, Private
29888, Private
29889, Private
29890, Private
29891, Private
29892, Private
29893, Private
29894, Private
29895, Private
29896, State-gov
29897, Private
29898, Private
29899, Federal-gov
29900, Private
29901, Private
29902, ?
29903, State-gov
29904, Private
29905, Private
29906, Private
29907, Private
29908, Self-emp-not-inc
29909, Self-emp-not-inc
29910, Federal-gov
29911, Self-emp-not-inc
29912, Private
29913, Local-gov
29914, Private
29915, Private
29916, Private
29917, Private
29918, Local-gov
29919, Private
29920, Local-gov
29921, State-gov
29922, Private
29923, Local-gov
29924, Private
29925, Private
29926, Self-emp-not-inc
29927, Private
29928, Self-emp-not-inc
29929, Private
29930, Self-emp-not-inc
29931, Private
29932, Private
29933, Private
29934, Private
29935, Private
29936, Private
29937, Private
29938, State-gov
29939, Self-emp-inc
29940, Private
29941, Private
29942, Private
29943, Private
29944, Federal-gov
29945, Federal-gov
29946, Private
29947, Private
29948, State-gov
29949, Self-emp-inc
29950, Private
29951, Private
29952, Private
29953, Private
29954, Private
29955, Private
29956, ?
29957, Self-emp-not-inc
29958, Private
29959, Private
29960, Private
29961, Private
29962, Private
29963, Private
29964, Private
29965, Private
29966, Private
29967, ?
29968, Private
29969, Private
29970, Private
29971, Self-emp-inc
29972, Private
29973, Private
29974, Federal-gov
29975, Self-emp-not-inc
29976, Local-gov
29977, Local-gov
29978, State-gov
29979, Private
29980, Private
29981, Self-emp-inc
29982, Private
29983, Private
29984, State-gov
29985, Self-emp-not-inc
29986, Private
29987, Private
29988, Local-gov
29989, Local-gov
29990, Private
29991, Private
29992, Private
29993, Private
29994, Private
29995, Private
29996, Private
29997, Local-gov
29998, Private
29999, Private
30000, Local-gov
30001, Private
30002, Private
30003, Private
30004, Private
30005, Private
30006, State-gov
30007, State-gov
30008, Private
30009, Self-emp-not-inc
30010, Private
30011, Private
30012, Private
30013, State-gov
30014, Federal-gov
30015, Private
30016, State-gov
30017, Private
30018, Private
30019, Private
30020, Self-emp-inc
30021, Private
30022, Self-emp-not-inc
30023, Private
30024, Private
30025, Private
30026, Private
30027, Private
30028, Private
30029, Private
30030, Private
30031, Local-gov
30032, Private
30033, Private
30034, Private
30035, Private
30036, Private
30037, Self-emp-not-inc
30038, Private
30039, Private
30040, Private
30041, State-gov
30042, ?
30043, Self-emp-inc
30044, Local-gov
30045, Private
30046, Private
30047, Federal-gov
30048, Private
30049, Federal-gov
30050, Private
30051, Private
30052, Private
30053, Private
30054, Private
30055, Self-emp-inc
30056, Private
30057, Self-emp-not-inc
30058, Federal-gov
30059, ?
30060, Private
30061, ?
30062, Private
30063, Private
30064, Private
30065, Private
30066, Private
30067, Local-gov
30068, ?
30069, Local-gov
30070, Private
30071, Private
30072, Private
30073, Private
30074, Federal-gov
30075, Self-emp-not-inc
30076, Private
30077, Private
30078, Private
30079, Private
30080, Private
30081, Private
30082, Local-gov
30083, Private
30084, Private
30085, Private
30086, Private
30087, Private
30088, State-gov
30089, Private
30090, Private
30091, Private
30092, Self-emp-not-inc
30093, Private
30094, Private
30095, Private
30096, Private
30097, Private
30098, Private
30099, Private
30100, Private
30101, Private
30102, ?
30103, Federal-gov
30104, Private
30105, Private
30106, Private
30107, Private
30108, Private
30109, Private
30110, Private
30111, Federal-gov
30112, Private
30113, Private
30114, Private
30115, Self-emp-inc
30116, Private
30117, Private
30118, State-gov
30119, Private
30120, Private
30121, Private
30122, Private
30123, Self-emp-not-inc
30124, Private
30125, Local-gov
30126, Private
30127, Private
30128, Private
30129, Federal-gov
30130, Private
30131, Private
30132, Private
30133, Private
30134, Self-emp-not-inc
30135, Private
30136, Private
30137, Private
30138, Private
30139, Private
30140, Private
30141, Federal-gov
30142, Private
30143, Self-emp-not-inc
30144, Private
30145, Self-emp-not-inc
30146, Private
30147, Private
30148, Private
30149, Private
30150, Private
30151, Local-gov
30152, Private
30153, Private
30154, Private
30155, Self-emp-not-inc
30156, ?
30157, Private
30158, ?
30159, Private
30160, State-gov
30161, Private
30162, State-gov
30163, ?
30164, Private
30165, Private
30166, Private
30167, Local-gov
30168, Private
30169, Private
30170, Private
30171, Private
30172, Private
30173, Private
30174, Private
30175, Private
30176, Self-emp-not-inc
30177, Private
30178, Self-emp-not-inc
30179, Self-emp-not-inc
30180, Private
30181, Private
30182, Self-emp-not-inc
30183, Private
30184, Private
30185, Private
30186, Private
30187, Private
30188, State-gov
30189, Private
30190, Private
30191, Self-emp-not-inc
30192, Private
30193, Private
30194, Self-emp-inc
30195, Private
30196, Private
30197, Private
30198, Private
30199, Private
30200, Private
30201, Local-gov
30202, Private
30203, Private
30204, Private
30205, Private
30206, ?
30207, Private
30208, ?
30209, ?
30210, Self-emp-not-inc
30211, Self-emp-not-inc
30212, Local-gov
30213, Self-emp-not-inc
30214, Private
30215, Federal-gov
30216, Private
30217, Private
30218, ?
30219, Private
30220, Private
30221, Private
30222, Private
30223, Private
30224, Self-emp-not-inc
30225, Private
30226, Private
30227, Private
30228, Private
30229, Private
30230, Private
30231, Local-gov
30232, Private
30233, Self-emp-not-inc
30234, Federal-gov
30235, Private
30236, State-gov
30237, Private
30238, Private
30239, Private
30240, Private
30241, Private
30242, Self-emp-not-inc
30243, Private
30244, Self-emp-inc
30245, Private
30246, Local-gov
30247, Private
30248, Private
30249, State-gov
30250, Private
30251, Private
30252, Private
30253, Private
30254, Federal-gov
30255, State-gov
30256, Private
30257, Private
30258, Private
30259, Federal-gov
30260, Self-emp-not-inc
30261, Private
30262, Private
30263, Self-emp-not-inc
30264, Private
30265, Private
30266, Private
30267, Private
30268, ?
30269, Private
30270, Private
30271, State-gov
30272, Private
30273, Private
30274, Self-emp-inc
30275, Private
30276, Private
30277, ?
30278, Private
30279, Private
30280, Private
30281, Private
30282, Private
30283, Private
30284, State-gov
30285, Private
30286, Private
30287, Private
30288, Private
30289, Private
30290, Private
30291, Private
30292, Private
30293, State-gov
30294, Private
30295, ?
30296, Private
30297, Private
30298, Private
30299, Private
30300, Private
30301, Private
30302, Private
30303, Private
30304, Private
30305, Private
30306, Private
30307, Private
30308, Private
30309, Private
30310, Private
30311, Private
30312, Private
30313, ?
30314, Self-emp-inc
30315, Private
30316, Private
30317, Private
30318, Private
30319, Self-emp-inc
30320, Private
30321, Private
30322, Private
30323, State-gov
30324, Private
30325, Private
30326, Federal-gov
30327, Private
30328, Private
30329, Private
30330, Local-gov
30331, Private
30332, Private
30333, Local-gov
30334, ?
30335, Local-gov
30336, Private
30337, Private
30338, State-gov
30339, Private
30340, Private
30341, State-gov
30342, Private
30343, Private
30344, Private
30345, Private
30346, Private
30347, Self-emp-not-inc
30348, Private
30349, Private
30350, Private
30351, Private
30352, Private
30353, Private
30354, Private
30355, Private
30356, State-gov
30357, Local-gov
30358, Private
30359, Private
30360, Private
30361, State-gov
30362, Local-gov
30363, Private
30364, Federal-gov
30365, Private
30366, Private
30367, Private
30368, Private
30369, ?
30370, Private
30371, Private
30372, Private
30373, Private
30374, State-gov
30375, Local-gov
30376, Private
30377, Private
30378, Local-gov
30379, Private
30380, Private
30381, Private
30382, Private
30383, Private
30384, ?
30385, Private
30386, Private
30387, Private
30388, Local-gov
30389, Private
30390, Private
30391, Local-gov
30392, State-gov
30393, Private
30394, Private
30395, Private
30396, Private
30397, ?
30398, Private
30399, Private
30400, Self-emp-inc
30401, Local-gov
30402, ?
30403, Private
30404, Private
30405, State-gov
30406, Private
30407, Private
30408, Private
30409, Private
30410, Private
30411, Private
30412, ?
30413, Private
30414, Private
30415, Private
30416, Federal-gov
30417, Private
30418, Private
30419, Private
30420, Private
30421, Private
30422, Private
30423, Private
30424, Private
30425, Private
30426, Self-emp-inc
30427, Private
30428, Self-emp-inc
30429, Private
30430, Local-gov
30431, Private
30432, Private
30433, Private
30434, Federal-gov
30435, Private
30436, Private
30437, Private
30438, Private
30439, Private
30440, State-gov
30441, Private
30442, Private
30443, Private
30444, ?
30445, Private
30446, Private
30447, State-gov
30448, Private
30449, Federal-gov
30450, ?
30451, Private
30452, Private
30453, Private
30454, Private
30455, Private
30456, ?
30457, Local-gov
30458, Private
30459, Private
30460, State-gov
30461, Private
30462, Private
30463, Private
30464, Private
30465, Self-emp-not-inc
30466, Private
30467, Private
30468, ?
30469, Self-emp-not-inc
30470, Self-emp-inc
30471, State-gov
30472, Private
30473, Private
30474, Private
30475, Self-emp-not-inc
30476, Private
30477, Private
30478, Private
30479, Private
30480, Local-gov
30481, Self-emp-not-inc
30482, Private
30483, Private
30484, State-gov
30485, Private
30486, Private
30487, Private
30488, State-gov
30489, Private
30490, Private
30491, Private
30492, Private
30493, Private
30494, Private
30495, Federal-gov
30496, Private
30497, Self-emp-not-inc
30498, Private
30499, Private
30500, Private
30501, Private
30502, Private
30503, Private
30504, Private
30505, Private
30506, Local-gov
30507, Local-gov
30508, Private
30509, Private
30510, Private
30511, Self-emp-not-inc
30512, Private
30513, ?
30514, Private
30515, Private
30516, Private
30517, Private
30518, Self-emp-not-inc
30519, Local-gov
30520, Private
30521, State-gov
30522, Private
30523, Private
30524, Private
30525, Self-emp-inc
30526, Private
30527, Private
30528, Private
30529, Self-emp-not-inc
30530, Private
30531, Private
30532, Private
30533, Self-emp-not-inc
30534, Private
30535, Private
30536, Federal-gov
30537, Private
30538, Private
30539, Private
